observed_on,latitude,longitude,positional_accuracy,species_guess,scientific_name,taxon_id,taxon_genus_name,taxon_species_name
9/6/2016,32.24237962,-111.1677448,128,Mariposa reina,Danaus gilippus,51743,Danaus,Danaus gilippus
9/6/2016,32.33833313,-110.9783325,,Bordered Patch,Chlosyne lacinia,68240,Chlosyne,Chlosyne lacinia
9/7/2016,32.244013,-111.168174,476,Mariposa reina,Danaus gilippus thersippus,51748,Danaus,Danaus gilippus
9/9/2016,32.2812817,-110.942835,169,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
9/9/2016,32.2812817,-110.942835,169,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
9/10/2016,32.27694321,-110.9497223,,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/12/2016,32.33833313,-110.9788895,,White-patched Skipper,Chiomara georgina,146736,Chiomara,Chiomara georgina
9/16/2016,32.18910333,-110.926155,5,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
9/18/2016,32.232874,-110.900387,40,Palmer's Metalmark,Apodemia palmerii,214020,Apodemia,Apodemia palmerii
9/18/2016,32.232874,-110.900387,40,Ceraunus Blue,Hemiargus ceraunus,69940,Hemiargus,Hemiargus ceraunus
9/19/2016,32.19138439,-110.7734429,5,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
9/19/2016,32.232874,-110.900387,40,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
9/19/2016,32.232874,-110.900387,40,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
9/19/2016,32.33722305,-110.9783325,,Arizona Powdered-Skipper,Systasea zampa,204771,Systasea,Systasea zampa
9/20/2016,32.22195053,-110.9024887,,Mariposa reina,Danaus gilippus,51743,Danaus,Danaus gilippus
9/22/2016,32.217753,-110.883876,41,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
9/22/2016,32.217753,-110.883876,41,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
9/25/2016,32.24354261,-111.1692478,8,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
9/25/2016,32.28136905,-110.7302533,154,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
9/26/2016,32.23188123,-110.9509475,6,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
9/26/2016,32.33722305,-110.9780579,,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
9/26/2016,32.23190333,-110.9509583,,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
9/28/2016,32.24312,-111.16738,,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
9/28/2016,32.24338833,-111.1674717,,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
9/28/2016,32.24338833,-111.1674717,,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/28/2016,32.24339667,-111.1675033,,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
9/28/2016,32.24331333,-111.1675033,,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
9/28/2016,32.24360466,-111.1680774,8,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
9/28/2016,32.24360919,-111.1681096,11,Queen Butterfly,Danaus gilippus,51743,Danaus,Danaus gilippus
9/28/2016,32.24297853,-111.1675678,9,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
9/28/2016,32.24286737,-111.1675061,5,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
9/28/2016,32.24213007,-111.1674283,13,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
9/28/2016,32.24202571,-111.1680453,13,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
9/28/2016,32.2433347,-111.1687802,8,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
9/28/2016,32.24271991,-111.1683832,10,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
9/28/2016,32.24305112,-111.1683618,13,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
10/1/2016,32.23479838,-110.9250132,8,Mariposa reina,Danaus gilippus,51743,Danaus,Danaus gilippus
10/1/2016,32.217753,-110.883876,41,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
10/2/2016,32.232874,-110.900387,40,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
10/2/2016,32.232874,-110.900387,40,Tiny Checkerspot,Dymasia dymas,68249,Dymasia,Dymasia dymas
10/2/2016,32.232874,-110.900387,40,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
10/2/2016,32.232874,-110.900387,40,Orange Skipperling,Copaeodes aurantiaca,129415,Copaeodes,Copaeodes aurantiaca
10/2/2016,32.232874,-110.900387,40,Dainty Sulphur,Nathalis iole,51773,Nathalis,Nathalis iole
10/3/2016,32.228247,-110.955242,26,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
10/8/2016,32.217753,-110.883876,41,Hackberry Emperor,Asterocampa celtis,68264,Asterocampa,Asterocampa celtis
10/8/2016,32.217753,-110.883876,41,Eufala Skipper,Lerodea eufala,59195,Lerodea,Lerodea eufala
10/9/2016,32.217753,-110.883876,41,Tiny Checkerspot,Dymasia dymas,68249,Dymasia,Dymasia dymas
10/9/2016,32.217753,-110.883876,41,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
10/9/2016,32.217753,-110.883876,41,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
10/10/2016,32.33722305,-110.9780579,,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
10/11/2016,32.27694321,-110.9494476,,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
10/15/2016,32.232874,-110.900387,40,Arizona Powdered-Skipper,Systasea zampa,204771,Systasea,Systasea zampa
10/15/2016,32.217753,-110.883876,41,Dainty Sulphur,Nathalis iole,51773,Nathalis,Nathalis iole
10/15/2016,32.217753,-110.883876,41,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
10/21/2016,32.17892286,-110.7362298,4,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
10/24/2016,32.2555971,-110.837177,65,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
10/25/2016,32.217753,-110.883876,41,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
10/25/2016,32.217753,-110.883876,41,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
10/28/2016,32.217753,-110.883876,41,Mexican Yellow,Eurema mexicana,122374,Eurema,Eurema mexicana
10/28/2016,32.217753,-110.883876,41,Common Buckeye,Junonia coenia,48505,Junonia,Junonia coenia
10/28/2016,32.217753,-110.883876,41,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
10/29/2016,32.27694321,-110.9494476,,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
10/30/2016,32.2484649,-110.9082729,29,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/30/2016,32.23014975,-110.9588948,111,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
10/30/2016,32.22424667,-110.7651667,,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
10/30/2016,32.248523,-110.908785,172,Variegated Fritillary,Euptoieta claudia,68244,Euptoieta,Euptoieta claudia
10/31/2016,32.27694321,-110.9497223,,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
10/31/2016,32.27694321,-110.9497223,,Common Buckeye,Junonia coenia,48505,Junonia,Junonia coenia
10/31/2016,32.27694321,-110.9497223,,Variegated Fritillary,Euptoieta claudia,68244,Euptoieta,Euptoieta claudia
11/4/2016,32.33831748,-110.9789214,5,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/7/2016,32.33722305,-110.9783325,,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
11/7/2016,32.25904167,-111.0135028,,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
11/11/2016,32.2485888,-110.9085879,25,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
11/11/2016,32.2480845,-110.9084255,50,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/11/2016,32.248143,-110.9081519,51,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
11/12/2016,32.24556027,-111.0680397,2,White-patched Skipper,Chiomara georgina,146736,Chiomara,Chiomara georgina
11/15/2016,32.2085391,-110.9245562,196,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/26/2016,32.3374736,-110.9821871,33,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
11/26/2016,32.338168,-110.9773523,36,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/26/2016,32.3380812,-110.9773932,40,Mallow Scrub-Hairstreak,Strymon istapa,132553,Strymon,Strymon istapa
11/30/2016,32.2320008,-110.9510827,28,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
11/30/2016,32.2320148,-110.9507567,23,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
11/30/2016,32.23189069,-110.9509924,10,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
11/30/2016,32.23186626,-110.950903,5,Western Pygmy Blue,Brephidium exilis,53843,Brephidium,Brephidium exilis
11/30/2016,32.23181758,-110.9509963,4,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
11/30/2016,32.2315935,-110.9509896,22,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
11/30/2016,32.23190887,-110.9509203,19,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
11/30/2016,32.23186928,-110.9509565,5,Cloudless Sulphur,Phoebis sennae,48550,Phoebis,Phoebis sennae
11/30/2016,32.2301624,-110.951921,25,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
11/30/2016,32.23042218,-110.9520291,10,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/30/2016,32.2302149,-110.9521072,22,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
11/30/2016,32.23046042,-110.9520293,21,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
12/2/2016,32.243456,-111.1675229,10,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
12/3/2016,32.33833313,-110.9786148,,Large Orange Sulphur,Phoebis agarithe,67653,Phoebis,Phoebis agarithe
1/1/2017,32.2814837,-110.7296696,8,Great Purple Hairstreak,Atlides halesus,59128,Atlides,Atlides halesus
1/2/2017,32.2434321,-111.1677441,29,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
1/3/2017,32.18913919,-111.0016788,258,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
1/10/2017,32.24256167,-111.1675033,,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
1/10/2017,32.243245,-111.1674733,,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
1/10/2017,32.24314167,-111.1678667,,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
1/10/2017,32.242555,-111.1675283,,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
1/23/2017,32.248523,-110.908785,172,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
2/16/2017,32.26203912,-111.0311134,100,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
2/21/2017,32.3100666,-110.8222067,163,Mourning Cloak,Nymphalis antiopa,56832,Nymphalis,Nymphalis antiopa
2/23/2017,32.25935,-111.0149695,,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
2/28/2017,32.248523,-110.908785,172,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
2/28/2017,32.248523,-110.908785,172,Cabbage White,Pieris rapae,55626,Pieris,Pieris rapae
3/3/2017,32.31807167,-110.805795,,Tiny Checkerspot,Dymasia dymas,68249,Dymasia,Dymasia dymas
3/4/2017,32.24845914,-111.1666524,15,Erichson's White-Skipper,Heliopetes domicella,1047015,Heliopetes,Heliopetes domicella
3/14/2017,32.248523,-110.908785,172,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
3/18/2017,32.24350278,-111.1675333,,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
3/20/2017,32.32126093,-110.9863339,5,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
3/20/2017,32.32121081,-110.9863361,5,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
3/20/2017,32.32239652,-110.9858892,5,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
3/20/2017,32.32239144,-110.9858711,5,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
3/21/2017,32.3100666,-110.8222067,163,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
3/25/2017,32.22408667,-110.7674033,,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
3/26/2017,32.248523,-110.908785,110,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
3/27/2017,32.244013,-111.168174,485,American Snout,Libytheana carinenta,58561,Libytheana,Libytheana carinenta
3/28/2017,32.3100666,-110.8222067,163,Red Admiral,Vanessa atalanta,49133,Vanessa,Vanessa atalanta
3/28/2017,32.3100666,-110.8222067,163,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
4/8/2017,32.2312765,-110.9665439,212,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
4/8/2017,32.231277,-110.966544,,Gulf Fritillary,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
4/9/2017,32.2328753,-110.900335,203,Siva Juniper Hairstreak,Callophrys gryneus siva,234705,Callophrys,Callophrys gryneus
4/9/2017,32.2328753,-110.900335,203,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/9/2017,32.2328753,-110.900335,203,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
4/9/2017,32.2328753,-110.900335,203,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
4/9/2017,32.25953333,-111.0149917,,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
4/9/2017,32.21777,-110.8838928,205,Alas de telaraña gris,Strymon melinus,50931,Strymon,Strymon melinus
4/10/2017,32.2275552,-110.9510701,10,American Lady,Vanessa virginiensis,48549,Vanessa,Vanessa virginiensis
4/10/2017,32.180405,-110.9629583,,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/10/2017,32.22562,-110.9528417,,Репейница,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23217434,-110.953914,10,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
4/12/2017,32.23184883,-110.9540057,10,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
4/12/2017,32.23186744,-110.9539371,10,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
4/12/2017,32.23204974,-110.9538197,5,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23188885,-110.9537171,10,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23183169,-110.9539711,,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
4/12/2017,32.23186354,-110.9538091,10,Vanesa pintada,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23183931,-110.9539645,4,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.2311654,-110.9542029,50,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23181073,-110.9539563,10,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23182821,-110.9539571,5,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23181724,-110.9539266,7,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23195151,-110.9538523,5,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23181874,-110.9538295,10,작은멋쟁이나비,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23178169,-110.9538926,10,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23159636,-110.9537987,10,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23128608,-110.9534916,10,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23173884,-110.953912,,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/12/2017,32.23128053,-110.9529266,10,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
4/12/2017,32.2310152,-110.9530372,10,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
4/12/2017,32.23217744,-110.9506866,12,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
4/12/2017,32.23165357,-110.9539601,,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/13/2017,32.22889483,-110.9519544,10,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/13/2017,32.22854569,-110.9550707,10,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
4/13/2017,32.23162381,-110.9544916,10,Painted Lady,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/13/2017,32.23363136,-110.9553302,10,Mariposa cometa,Papilio rumiko,509627,Papilio,Papilio rumiko
4/13/2017,32.23186987,-110.9565366,10,Southern Dogface,Zerene cesonia,129362,Zerene,Zerene cesonia
4/13/2017,32.2300768,-110.949965,30,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
4/14/2017,32.23197126,-110.9523138,8,Vanesa pintada,Vanessa cardui,48548,Vanessa,Vanessa cardui
4/14/2017,32.23188726,-110.9507526,8,Fiery Skipper,Hylephila phyleus,50340,Hylephila,Hylephila phyleus
4/14/2017,32.23326994,-110.9527325,19,Mariposa cometa,Papilio rumiko,509627,Papilio,Papilio rumiko
4/14/2017,32.25963188,-111.0149078,52,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
4/18/2017,32.22121333,-111.1211083,,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
4/19/2017,32.24471214,-110.9130107,172,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
4/21/2017,32.23063123,-110.9530022,10,Tejana,Anthanassa texana,132339,Anthanassa,Anthanassa texana
4/21/2017,32.23067149,-110.9510973,22,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
4/23/2017,32.23285902,-110.9003767,19,,Agraulis vanillae,49150,Agraulis,Agraulis vanillae
4/24/2017,32.23284465,-110.9003477,19,,Junonia coenia,48505,Junonia,Junonia coenia
4/24/2017,32.28085761,-111.0281425,32,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
4/24/2017,32.20243,-110.8981867,,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
4/24/2017,32.202542,-110.899071,65,Common Buckeye,Junonia coenia,48505,Junonia,Junonia coenia
4/24/2017,32.202545,-110.8978717,,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
4/26/2017,32.24483124,-110.9129513,688,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
4/26/2017,32.2564335,-111.0045756,35,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
4/27/2017,32.2014054,-110.8977564,89,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
4/27/2017,32.201946,-110.896642,72,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
4/27/2017,32.20133524,-110.8974723,92,Pipevine Swallowtail,Battus philenor,49972,Battus,Battus philenor
4/29/2017,32.2328753,-110.900335,203,Reakirt's Blue,Echinargus isola,118914,Echinargus,Echinargus isola
4/30/2017,32.25952833,-111.0149222,,Western Giant Swallowtail,Papilio rumiko,509627,Papilio,Papilio rumiko
5/2/2017,32.23393333,-110.9898833,,Empress Leilia,Asterocampa leilia,148793,Asterocampa,Asterocampa leilia
5/3/2017,32.33722305,-110.9791641,,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
5/4/2017,32.236576,-110.9469839,12,Gray Hairstreak,Strymon melinus,50931,Strymon,Strymon melinus
5/6/2017,32.23286756,-110.9004739,5,,Ministrymon leda,225163,Ministrymon,Ministrymon leda
5/7/2017,32.31145695,-110.821647,24,Funereal Duskywing,Erynnis funeralis,59188,Erynnis,Erynnis funeralis
5/7/2017,32.31659185,-110.8152195,161,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
5/11/2017,32.24345,-111.168281,161,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
5/11/2017,32.24345,-111.168281,161,Sleepy Orange,Abaeis nicippe,81727,Abaeis,Abaeis nicippe
5/15/2017,32.24346855,-111.1680667,344,Texan Crescent,Anthanassa texana,132339,Anthanassa,Anthanassa texana
5/17/2017,32.2803259,-110.7302352,196,Checkered White,Pontia protodice,59119,Pontia,Pontia protodice
5/22/2017,32.2328753,-110.9003349,203,Monarch,Danaus plexippus,48662,Danaus,Danaus plexippus
5/22/2017,32.27831667,-111.0211862,,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
5/23/2017,32.25935333,-111.0149472,,Cabbage White,Pieris rapae,55626,Pieris,Pieris rapae
5/23/2017,32.21916791,-111.14218,83,Marine Blue,Leptotes marina,59152,Leptotes,Leptotes marina
5/24/2017,32.24306393,-111.1688867,16,Queen,Danaus gilippus,51743,Danaus,Danaus gilippus
