observed_on_string,observed_on,tag_list,description,captive_cultivated,oauth_application_id,latitude,longitude,geoprivacy,taxon_geoprivacy,positioning_method,scientific_name,iconic_taxon_name,taxon_id,taxon_genus_name,taxon_species_name
25-Aug-14,8/25/2014,"#GreatNature, #animal","Pima County, Arizona, US

BAMONA record
http://www.butterfliesandmoths.org/sighting_details/1013381",FALSE,,32.369784,-110.706139,,,,Heminocloa mirabilis,Insecta,367302,Heminocloa,Heminocloa mirabilis
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Syssphinx hubbardi,Insecta,293790,Syssphinx,Syssphinx hubbardi
25-Aug-14,8/25/2014,"#GreatNature, #animal","Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Tolype austella,Insecta,125028,Tolype,Tolype austella
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Tolype austella,Insecta,125028,Tolype,Tolype austella
25-Aug-14,8/25/2014,"#GreatNature, #animal","Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Spragueia magnifica,Insecta,367122,Spragueia,Spragueia magnifica
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Ponometia venustula,Insecta,361811,Ponometia,Ponometia venustula
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Tarache expolita,Insecta,362801,Tarache,Tarache expolita
24-Aug-14,8/24/2014,"#GreatNature, #animal","Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Hemibryomima chryselectra,Insecta,478748,Hemibryomima,Hemibryomima chryselectra
25-Aug-14,8/25/2014,,"Pima County, Arizona, US

BAMONA record
http://www.butterfliesandmoths.org/sighting_details/1013444",FALSE,,32.369784,-110.706139,,,,Ponometia venustula,Insecta,361811,Ponometia,Ponometia venustula
24-Aug-14,8/24/2014,"#GreatNature, #animal","Pima County, Arizona, US

BAMONA record
http://www.butterfliesandmoths.org/sighting_details/1013382",FALSE,,32.369784,-110.706139,,,,Chamaeclea pernana,Insecta,366925,Chamaeclea,Chamaeclea pernana
25-Aug-14,8/25/2014,"#GreatNature, #animal","Pima County, Arizona, US

BAMONA record
http://www.butterfliesandmoths.org/sighting_details/1013461",FALSE,,32.369784,-110.706139,,,,Oslaria viridifera,Insecta,368003,Oslaria,Oslaria viridifera
25-Aug-14,8/25/2014,"#GreatNature, #animal","Pima County, Arizona, US

BAMONA record
http://www.butterfliesandmoths.org/sighting_details/1019311",FALSE,,32.369784,-110.706139,,,,Heliocheilus toralis,Insecta,371454,Heliocheilus,Heliocheilus toralis
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Tarache aprica,Insecta,232308,Tarache,Tarache aprica
24-Aug-14,8/24/2014,,"Pima County, Arizona, US

BAMONA record
http://www.butterfliesandmoths.org/sighting_details/1019505",FALSE,,32.369784,-110.706139,,,,Tarache tetragona,Insecta,232311,Tarache,Tarache tetragona
25-Aug-14,8/25/2014,,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Erinnyis ello,Insecta,143586,Erinnyis,Erinnyis ello
Fri Oct 03 2014 15:56:51 GMT-0700 (MST),10/3/2014,,"Took this little one from UAs 4h garden kitchen garden, on the south side of Tucson when it was just a caterpillar! ",FALSE,3,32.233366,-110.954573,,,,Papilio polyxenes asterius,Insecta,54900,Papilio,Papilio polyxenes
25-Aug-14,8/25/2014,animal,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Tripudia luxuriosa,Insecta,336685,Tripudia,Tripudia luxuriosa
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Euchromius ocellea,Insecta,789601,Euchromius,Euchromius ocellea
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Hemibryomima chryselectra,Insecta,478748,Hemibryomima,Hemibryomima chryselectra
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Cobubatha lixiva,Insecta,367010,Cobubatha,Cobubatha lixiva
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Chamaeclea pernana,Insecta,366925,Chamaeclea,Chamaeclea pernana
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Chamaeclea pernana,Insecta,366925,Chamaeclea,Chamaeclea pernana
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Bagisara buxea,Insecta,346554,Bagisara,Bagisara buxea
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Apatelodes pudefacta,Insecta,143887,Apatelodes,Apatelodes pudefacta
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Apatelodes pudefacta,Insecta,143887,Apatelodes,Apatelodes pudefacta
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Agathodes designalis,Insecta,324817,Agathodes,Agathodes designalis
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Schinia hulstia,Insecta,230537,Schinia,Schinia hulstia
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Heterocampa ruficornis,Insecta,221286,Heterocampa,Heterocampa ruficornis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Etiella zinckenella,Insecta,126738,Etiella,Etiella zinckenella
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Tarache tetragona,Insecta,232311,Tarache,Tarache tetragona
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Ethmia hodgesella,Insecta,367284,Ethmia,Ethmia hodgesella
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Acontia cretata,Insecta,367876,Acontia,Acontia cretata
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409009,-110.711117,,,,Arachnis picta,Insecta,68163,Arachnis,Arachnis picta
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Tolype austella,Insecta,125028,Tolype,Tolype austella
24-Aug-14,8/24/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Thurberiphaga diffusa,Insecta,132080,Thurberiphaga,Thurberiphaga diffusa
24-Aug-14,8/24/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Tarache expolita,Insecta,362801,Tarache,Tarache expolita
24-Aug-14,8/24/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Spragueia magnifica,Insecta,367122,Spragueia,Spragueia magnifica
24-Aug-14,8/24/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Pyrausta pseudonythesalis,Insecta,356131,Pyrausta,Pyrausta pseudonythesalis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Pygarctia roseicapitis,Insecta,367386,Pygarctia,Pygarctia roseicapitis
24-Aug-14,8/24/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Pseudohemihyalea ambigua,Insecta,229118,Pseudohemihyalea,Pseudohemihyalea ambigua
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Ponometia venustula,Insecta,361811,Ponometia,Ponometia venustula
24-Aug-14,8/24/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Loxostege typhonalis,Insecta,367295,Loxostege,Loxostege typhonalis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Loxostege typhonalis,Insecta,367295,Loxostege,Loxostege typhonalis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Loxostege albiceralis,Insecta,362354,Loxostege,Loxostege albiceralis
24-Aug-14,8/24/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Lophocampa mixta,Insecta,224119,Lophocampa,Lophocampa mixta
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Heminocloa mirabilis,Insecta,367302,Heminocloa,Heminocloa mirabilis
24-Aug-14,8/24/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Hemeroplanis incusalis,Insecta,346571,Hemeroplanis,Hemeroplanis incusalis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Hemeroplanis incusalis,Insecta,346571,Hemeroplanis,Hemeroplanis incusalis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Heliocheilus toralis,Insecta,371454,Heliocheilus,Heliocheilus toralis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.711117,,,,Grotella tricolor,Insecta,367118,Grotella,Grotella tricolor
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Xylophanes falco,Insecta,143840,Xylophanes,Xylophanes falco
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Erinnyis ello,Insecta,143586,Erinnyis,Erinnyis ello
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Manduca rustica,Insecta,126568,Manduca,Manduca rustica
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Manduca quinquemaculata,Insecta,118558,Manduca,Manduca quinquemaculata
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Hyles lineata,Insecta,49348,Hyles,Hyles lineata
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Microtheoris ophionalis,Insecta,225149,Microtheoris,Microtheoris ophionalis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Prolimacodes trigona,Insecta,367285,Prolimacodes,Prolimacodes trigona
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Ctenucha venosa,Insecta,217892,Ctenucha,Ctenucha venosa
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Cisthene angelus,Insecta,143991,Cisthene,Cisthene angelus
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Synchlora frondaria,Insecta,207924,Synchlora,Synchlora frondaria
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Mimoschinia rufofascialis,Insecta,325590,Mimoschinia,Mimoschinia rufofascialis
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Diathrausta harlequinalis,Insecta,218329,Diathrausta,Diathrausta harlequinalis
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Arta statalis,Insecta,214211,Arta,Arta statalis
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409589,-110.71146,,,,Virbia ostenta,Insecta,366991,Virbia,Virbia ostenta
25-Aug-14,8/25/2014,,"<a href=""http://mothphotographersgroup.msstate.edu/species.php?hodges=9645"" rel=""nofollow"">mothphotographersgroup.msstate.edu/species.php?hodges=9645</a>",FALSE,,32.409009,-110.711803,,,,Micrathetis costiplaga,Insecta,423682,Micrathetis,Micrathetis costiplaga
25-Aug-14,8/25/2014,,"From ""Moths of Southeastern Arizona"":
http://nitro.biosci.arizona.edu/zeeb/butterflies/figs/moths/Geometridae/Ennominae/6932.jpg ",FALSE,,32.409009,-110.711803,,,,Eusarca lutzi,Insecta,423757,Eusarca,Eusarca lutzi
24-Aug-14,8/24/2014,,"<a href=""http://mothphotographersgroup.msstate.edu/species.php?hodges=7691&amp;state=AZ"" rel=""nofollow"">mothphotographersgroup.msstate.edu/species.php?hodges=769...</a>",FALSE,,32.409009,-110.711803,,,,Malacosoma tigris,Insecta,334274,Malacosoma,Malacosoma tigris
24-Aug-14,8/24/2014,,http://mothphotographersgroup.msstate.edu/species.php?hodges=5239                               ,FALSE,,32.409009,-110.711803,,,,Terastia meticulosalis,Insecta,328091,Terastia,Terastia meticulosalis
24-Aug-14,8/24/2014,,"<a href=""http://mothphotographersgroup.msstate.edu/species.php?hodges=9803"" rel=""nofollow"">mothphotographersgroup.msstate.edu/species.php?hodges=9803</a>",FALSE,,32.409009,-110.711803,,,,Paramiana smaragdina,Insecta,423683,Paramiana,Paramiana smaragdina
24-Aug-14,8/24/2014,,,FALSE,,32.409009,-110.711803,,,,Trichoplusia ni,Insecta,202789,Trichoplusia,Trichoplusia ni
22-Nov-14,11/22/2014,moth,"After a chilly night, I wasn't expecting many moths at the flood lamps near the entrance to the Gilbert Ray Campground.  This critter was a pleasant surprise, apparently a late record for the species accoring to <a href=""http://mothphotographersgroup.msstate.edu/large_map.php?hodges=7727"">MPG's seasonal chart</a>.",FALSE,,32.33260295,-111.0242895,,obscured,,Hemileuca tricolor,Insecta,221179,Hemileuca,Hemileuca tricolor
22-Nov-14,11/22/2014,moth,"The only two moths at night lights at the Saguaro NP Visitor's Center on this morning were this same Geometrid.  I'm fairly certain it is in the genus Stenoporpia and it bears a strong resemblance to S. dissonaria as in one of Jim Vargo's images <a href=""http://mothphotographersgroup.msstate.edu/species.php?hodges=6461"">on MPG here</a>.  There are several look-alike species in this group, however.",FALSE,,32.254384,-111.197226,,,,Iridopsis obliquaria,Insecta,363469,Iridopsis,Iridopsis obliquaria
21-Nov-14,11/21/2014,,,FALSE,,32.245321,-110.852986,,,,Vanessa cardui,Insecta,48548,Vanessa,Vanessa cardui
21-Nov-14,11/21/2014,,,FALSE,,32.245311,-110.852952,,,,Hylephila phyleus,Insecta,50340,Hylephila,Hylephila phyleus
25-Aug-14,8/25/2014,#GreatNature,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Eusarca lutzi,Insecta,423757,Eusarca,Eusarca lutzi
24-Aug-14,8/24/2014,#GreatNature,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Bruceia hubbardi,Insecta,366573,Bruceia,Bruceia hubbardi
24-Aug-14,8/24/2014,#GreatNature,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Bruceia hubbardi,Insecta,366573,Bruceia,Bruceia hubbardi
24-Aug-14,8/24/2014,#GreatNature,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Paramiana smaragdina,Insecta,423683,Paramiana,Paramiana smaragdina
25-Aug-14,8/25/2014,#GreatNature,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Micrathetis costiplaga,Insecta,423682,Micrathetis,Micrathetis costiplaga
25-Aug-14,8/25/2014,#GreatNature,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Microcrambus polingi,Insecta,503071,Microcrambus,Microcrambus polingi
24-Aug-14,8/24/2014,#GreatNature,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Bruceia hubbardi,Insecta,366573,Bruceia,Bruceia hubbardi
24-Aug-14,8/24/2014,#GreatNature,"Pima County, Arizona, US

BAMONA record
http://www.butterfliesandmoths.org/sighting_details/1019191",FALSE,,32.369784,-110.706139,,,,Paramiana smaragdina,Insecta,423683,Paramiana,Paramiana smaragdina
21-Nov-14,11/21/2014,,,FALSE,,32.254921,-111.197544,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
21-Oct-14,10/21/2014,,"Orange Skipperling
Saguaro National Park
Pima County, Arizona",FALSE,,32.253974,-111.197403,,,,Copaeodes aurantiaca,Insecta,129415,Copaeodes,Copaeodes aurantiaca
21-Oct-14,10/21/2014,,"Bordered Patch
Saguaro National Park
Pima County, Arizona",FALSE,,32.253974,-111.197403,,,,Chlosyne lacinia,Insecta,68240,Chlosyne,Chlosyne lacinia
21-Oct-14,10/21/2014,,"Reakirt's Blue
Saguaro National Park
Pima County, Arizona",FALSE,,32.253974,-111.197403,,,,Echinargus isola,Insecta,118914,Echinargus,Echinargus isola
21-Oct-14,10/21/2014,,"Sleepy Orange
Saguaro National Park
Pima County, Arizona",FALSE,,32.253974,-111.197403,,,,Abaeis nicippe,Insecta,81727,Abaeis,Abaeis nicippe
21-Oct-14,10/21/2014,,"Eufala Skipper
Saguaro National Park
Pima County, Arizona",FALSE,,32.253974,-111.197403,,,,Lerodea eufala,Insecta,59195,Lerodea,Lerodea eufala
21-Oct-14,10/21/2014,,"Southern Dogface
Saguaro National Park
Pima County, Arizona",FALSE,,32.253974,-111.197403,,,,Zerene cesonia,Insecta,129362,Zerene,Zerene cesonia
21-Oct-14,10/21/2014,,"Ceraunus Blue
Saguaro National Park
Pima County, Arizona",FALSE,,32.253974,-111.197403,,,,Hemiargus ceraunus,Insecta,69940,Hemiargus,Hemiargus ceraunus
21-Oct-14,10/21/2014,,"Great Purple Hairstreak
Saguaro National Park
Pima County, Arizona",FALSE,,32.253974,-111.197403,,,,Atlides halesus,Insecta,59128,Atlides,Atlides halesus
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.7094,,,,Microcrambus polingi,Insecta,503071,Microcrambus,Microcrambus polingi
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.7094,,,,Melipotis jucunda,Insecta,224856,Melipotis,Melipotis jucunda
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.7094,,,,Melipotis jucunda,Insecta,224856,Melipotis,Melipotis jucunda
25-Aug-14,8/25/2014,,                               ,FALSE,,32.408719,-110.7094,,,,Melipotis jucunda,Insecta,224856,Melipotis,Melipotis jucunda
24-Aug-14,8/24/2014,#GreatNature,"Pima County, Arizona, US

BAMONA record
http://www.butterfliesandmoths.org/sighting_details/1019193",FALSE,,32.369784,-110.706139,,,,Striacosta albicosta,Insecta,143651,Striacosta,Striacosta albicosta
25-Aug-14,8/25/2014,#GreatNature,"Pima County, Arizona, US

BAMONA record
http://www.butterfliesandmoths.org/sighting_details/1019316",FALSE,,32.369784,-110.706139,,,,Eusarca lutzi,Insecta,423757,Eusarca,Eusarca lutzi
25-Aug-14,8/25/2014,#GreatNature,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Nocloa plagiata,Insecta,424512,Nocloa,Nocloa plagiata
24-Aug-14,8/24/2014,#GreatNature,"Pima County, Arizona, US",FALSE,,32.369784,-110.706139,,,,Forsebia cinis,Insecta,354225,Forsebia,Forsebia cinis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.71146,,,,Nocloa plagiata,Insecta,424512,Nocloa,Nocloa plagiata
24-Aug-14,8/24/2014,,                               ,FALSE,,32.409009,-110.71146,,,,Forsebia cinis,Insecta,354225,Forsebia,Forsebia cinis
25-Aug-14,8/25/2014,,                               ,FALSE,,32.409009,-110.71146,,,,Eusarca lutzi,Insecta,423757,Eusarca,Eusarca lutzi
8-Mar-15,3/8/2015,,,FALSE,,32.354241,-110.938707,,,,Vanessa atalanta,Insecta,49133,Vanessa,Vanessa atalanta
8-Mar-15,3/8/2015,,,FALSE,,32.354241,-110.938707,,,,Atrytonopsis pittacus,Insecta,214598,Atrytonopsis,Atrytonopsis pittacus
8-Mar-15,3/8/2015,,,FALSE,,32.354241,-110.938707,,,,Papilio multicaudata,Insecta,68263,Papilio,Papilio multicaudata
23-Mar-15,3/23/2015,,it   is   brown   and  beautiful    butterfly,FALSE,,32.23318611,-110.9929972,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
29-Mar-15,3/29/2015,,,FALSE,,32.335631,-110.696476,,,,Chlosyne acastus,Insecta,68278,Chlosyne,Chlosyne acastus
2015-04-11 3:52:42 PM PDT,4/11/2015,,,FALSE,2,32.226235,-110.908613,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
15-Apr-15,4/15/2015,,,FALSE,,32.427854,-110.75565,,,,Epargyreus clarus,Insecta,81559,Epargyreus,Epargyreus clarus
12-Apr-15,4/12/2015,,,FALSE,,32.269281,-111.197176,,,,Asterocampa leilia,Insecta,148793,Asterocampa,Asterocampa leilia
23-Apr-15,4/23/2015,,,FALSE,,32.243325,-111.167642,,,,Anthanassa texana,Insecta,132339,Anthanassa,Anthanassa texana
23-Apr-15,4/23/2015,,"In front of the coati moat, I found this intriguing dark purple, dirunal moth.",FALSE,,32.242562,-111.167935,,,,Harrisina metallica,Insecta,209426,Harrisina,Harrisina metallica
Wed May 13 2015 16:10:01 GMT-0700 (MST),5/13/2015,,,FALSE,3,32.22472161,-110.9982042,,,,Eumorpha achemon,Insecta,122356,Eumorpha,Eumorpha achemon
13-Feb-11,2/13/2011,,,FALSE,,32.431826,-110.889456,,,,Nymphalis antiopa,Insecta,56832,Nymphalis,Nymphalis antiopa
Tue Jun 30 2015 10:05:14 GMT-0700 (MST),6/30/2015,,Queen butterfly,FALSE,3,32.24343833,-111.1679467,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Tue Jun 30 2015 10:06:45 GMT-0700 (MST),6/30/2015,,,FALSE,3,32.24345,-111.1678167,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Tue Jun 30 2015 09:39:33 GMT-0700 (MST),6/30/2015,,,FALSE,3,32.243233,-111.167949,,,,Nathalis iole,Insecta,51773,Nathalis,Nathalis iole
Tue Jun 30 2015 10:05:24 GMT-0700 (MST),6/30/2015,,,FALSE,3,32.24341,-111.167754,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Tue Jun 30 2015 10:12:57 GMT-0700 (MST),6/30/2015,,,FALSE,3,32.243083,-111.167099,,,,Agraulis vanillae,Insecta,49150,Agraulis,Agraulis vanillae
Tue Jun 30 2015 10:07:23 GMT-0700 (MST),6/30/2015,,,FALSE,3,32.24362167,-111.1674717,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
Tue Jun 30 2015 10:06:45 GMT-0700 (MST),6/30/2015,,,FALSE,3,32.24345,-111.1678167,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
2015-06-30 10:17:05 AM MST,6/30/2015,,,FALSE,2,32.24301951,-111.1658521,,,gps,Agraulis vanillae,Insecta,49150,Agraulis,Agraulis vanillae
Tue Jun 30 2015 10:13:51 GMT-0700 (MST),6/30/2015,,,FALSE,3,32.24307,-111.1670717,,,,Agraulis vanillae,Insecta,49150,Agraulis,Agraulis vanillae
Fri Jul 03 2015 10:55:11 GMT-0700 (MST),7/3/2015,,,FALSE,3,32.312986,-110.797126,,,,Heliopyrgus domicella,Insecta,148518,Heliopetes,Heliopyrgus domicella
12-Jul-15,7/12/2015,,,FALSE,,32.245723,-111.067873,,,,Staphylus ceos,Insecta,132077,Staphylus,Staphylus ceos
27-Jul-15,7/27/2015,,,FALSE,,32.278349,-111.022941,,,,Danaus gilippus,Insecta,51743,Danaus,Danaus gilippus
